State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3400,3400,23/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3400,3400,26/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3400,3400,30/10/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,02/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,06/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,09/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,13/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,16/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,16/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,19/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,20/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,23/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,23/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,26/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,28/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,30/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,30/11/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,03/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,04/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,07/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,07/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,10/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,11/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,14/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,14/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,18/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,21/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,26/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,28/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,28/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,31/12/2009
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,01/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,04/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,04/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,07/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,08/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,11/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,14/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,15/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,18/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,18/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,22/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,22/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,25/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,25/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,29/01/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,01/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,01/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,04/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3500,3500,05/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3500,08/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,08/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,11/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,11/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,15/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,15/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,18/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,19/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,22/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,22/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,25/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3600,3600,27/02/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3200,3700,3500,01/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,01/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,05/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,08/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,08/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,11/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,12/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,15/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,15/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,19/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,22/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,22/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,25/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,26/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,29/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,29/03/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3600,3600,03/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3400,3800,3800,05/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3600,3600,09/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3600,3600,12/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3700,3700,16/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3700,3700,19/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3700,3700,19/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3700,3700,22/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3800,3800,23/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3500,3900,3700,26/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,26/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,29/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,30/04/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,03/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,03/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,06/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,07/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,10/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,13/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,14/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,17/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,17/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,20/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,3800,3800,21/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,24/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,27/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,28/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,31/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,31/05/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,03/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,04/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,07/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,07/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,10/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,14/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,17/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,21/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,21/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,25/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,25/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,28/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,28/06/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,01/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,02/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,06/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,08/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,12/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,12/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,15/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,16/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,19/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,19/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,22/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,23/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,26/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,26/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,29/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,30/07/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,02/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,02/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,06/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,06/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,12/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,13/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,16/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3600,4200,4000,16/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3700,3700,3700,19/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3700,4200,4200,20/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3800,4000,3900,26/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3900,4500,4200,27/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,3900,4500,4200,30/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4000,4000,4000,30/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4000,4000,4000,31/08/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4000,4000,4000,02/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4000,4000,4000,06/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4200,4500,4500,06/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4200,4500,4500,09/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4200,4500,4500,13/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4300,4500,4500,13/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.25,4600,5200,5000,16/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.26,1600,2200,2000,17/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.28,3200,3800,3600,20/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.32,2300,2600,2500,20/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.34,1600,2200,2000,24/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1200,2500,2200,24/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,27/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,27/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,30/09/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,01/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,04/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,04/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,07/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2200,2000,08/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2300,2000,11/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2300,2000,11/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2300,2000,14/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2300,2000,15/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2300,2000,18/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1600,2500,2000,18/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1800,2600,2200,21/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1900,2300,2200,22/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1900,2400,2200,29/10/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,1900,2500,2200,01/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2000,2300,2200,01/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2000,2400,2200,04/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2000,2500,2200,08/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2000,2500,2200,11/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2400,2400,12/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2500,2300,15/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2500,2300,15/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2500,2400,18/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2500,2400,19/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,22/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,22/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,25/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,26/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,29/11/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,02/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,03/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2400,06/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2500,06/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2500,09/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2500,10/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2500,13/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2600,2500,14/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2700,2500,17/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2200,2800,2600,20/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2300,2500,2500,20/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2300,2500,2500,23/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2300,2500,2500,27/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2300,2500,2500,30/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2300,2500,2500,31/12/2010
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2300,2500,2500,03/01/2011
Kerala,Ernakulam,Ernakulam,Coconut,Spices,0.35,2300,2600,2500,03/01/2011
